gene,Symbol,
Nr6a1,,
Gfi1,,
Gfi1b,,
Dsip1,,
Gli,,
Gli2,,
Gli3,,
Glrp1,,
Aes,,
Nr3c1,,
Gsc,,
Gsh1,,
Gsh2,,
Gtf2h1,,
Gtf2h4,,
Gtf2i,,
Baz1a,,
Nkx6-2,,
Hand1,,
Hand2,,
Hcfc1,,
Hcls1,,
Hdac1,,
Hdac2,,
Hdac3,,
Hdac5,,
Hdac6,,
Hdgfrp2,,
Hes1,,
Hes2,,
Hes3,,
Hes5,,
Hesx1,,
Hey1,,
Hey2,,
Foxn1,,
Foxq1,,
Foxd3,,
Foxj1,,
Foxf1a,,
Foxg1,,
Foxd1,,
Hhex,,
Hic1,,
Hif1a,,
Hipk2,,
Hira,,
Hivep2,,
Hlx,,
Hlxb9,,
Hmgn2,,
Hmg20b,,
Hmgb3,,
Hmga1,,
Hmga2,,
Nr4a1,,
Hmx1,,
Hmx2,,
Hmx3,,
Foxa1,,
Foxa2,,
Foxa3,,
Hnf4,,
Onecut1,,
Hnrpab,,
Hoxa1,,
Hoxa10,,
Hoxa11,,
Hoxa11s,,
Hoxa13,,
Hoxa2,,
Hoxa3,,
Hoxa4,,
Hoxa5,,
Hoxa6,,
Hoxa7,,
Hoxa9,,
Hoxb1,,
Hoxb13,,
Hoxb3,,
Hoxb4,,
Hoxb5,,
Hoxb6,,
Hoxb7,,
Hoxb8,,
Hoxb9,,
Hoxc12,,
Hoxc13,,
Hoxc4,,
Hoxc5,,
Hoxc6,,
Hoxc8,,
Hoxc9,,
Hoxd1,,
Hoxd10,,
Hoxd11,,
Hoxd12,,
Hoxd13,,
Hoxd3,,
Hoxd4,,
Hoxd8,,
Hoxd9,,
hr,,
Hsf1,,
Hsf2,,
Htr5a,,
Elavl2,,
Icsbp1,,
Idb1,,
Idb2,,
Idb3,,
Idb4,,
Ifi16,,
Ifnar2,,
Ikbkb,,
Ikbkg,,
Ilf3,,
Invs,,
Irf1,,
Irf2,,
Irf4,,
Irx1,,
Irx2,,
Irx3,,
Isgf3g,,
Isl1,,
Jun,,
Junb,,
Jund1,,
Klf1,,
Klf12,,
Klf2,,
Klf3,,
Klf4,,
Bteb1,,
Hivep3,,
Mafb,,
Labx,,
Laf4,,
Lbx1h,,
Lbx2h,,
Ldb1,,
Ldb2,,
Lef1,,
Lhx1,,
Lhx2,,
Lhx3,,
Lhx4,,
Lhx5,,
Lhx6,,
Lhx8,,
Lhx9,,
Lmo2,,
Lmo4,,
Lmx1b,,
Lmyc1,,
Zbtb7,,
Lyl1,,
Mad,,
Mad3,,
Mad4,,
Madh1,,
Madh2,,
Madh3,,
Madh4,,
Madh5,,
Madh6,,
Madh7,,
Maf,,
Maff,,
Mafg,,
Mafk,,
Ascl1,,
Ascl2,,
Max,,
Maz,,
Mbd2,,
Mbd3,,
Mcm3,,
Mcm2,,
Mcm4,,
Mcm5,,
Mcm6,,
Mcm7,,
Mecp2,,
Mef2a,,
Mef2b,,
Mef2c,,
Mef2d,,
Meis1,,
Rab8a,,
Men1,,
Meox1,,
Meox2,,
Foxc1,,
Foxd2,,
Mid1,,
Mist1,,
Mitf,,
Miz1,,
Mllt10,,
Mllt2h,,
Mnat1,,
Foxk1,,
Mnt,,
Mpl,,
Mrg1,,
Mrg2,,
Msc,,
Cited2,,
Msl31,,
Msx1,,
Msx2,,
Msx3,,
Polr2k,,
Mtf1,,
Mtf2,,
Mxi1,,
Myb,,
Mybl1,,
Mybl2,,
Myc,,
Mycs,,
Myef2,,
Myf5,,
Myf6,,
Myod1,,
Myog,,
Myt1,,
Myt1l,,
Nab1,,
Nab2,,
Naca,,
Ncoa1,,
Ncoa2,,
Ncoa3,,
Ndn,,
Nedd8,,
Neurod1,,
Neurod2,,
Neurog1,,
Nfatc1,,
Nfatc2,,
Nfatc2ip,,
Nfatc3,,
Nfe2,,
Nfe2l1,,
Nfe2l2,,
Nfe2l3,,
Nfia,,
Nfib,,
Nfic,,
Nfil3,,
Nfix,,
Nfkb1,,
Nfkb2,,
Nfkbib,,
Nfkbie,,
Nfkbil1,,
Nfya,,
Nfyb,,
Nfyc,,
Nhlh1,,
Nhlh2,,
Nkx2-2,,
Nkx2-3,,
Nkx2-5,,
Nkx2-6,,
Nkx2-9,,
Nkx3-1,,
Nkx6-1,,
Nmyc1,,
Nr4a3,,
Notch1,,
Notch2,,
Notch3,,
Notch4,,
Uhrf1,,
Npas1,,
Npas2,,
Nr1i2,,
Nrf1,,
Nrl,,
Nsd1,,
Musk,,
Nr4a2,,
Og2x,,
Og9x,,
Orc2l,,
Sqstm1,,
Otp,,
Otx1,,
Otx2,,
Ovol1,,
Mybbp1a,,
Pax1,,
Pax2,,
Pax3,,
Pax4,,
Pax5,,
Pax6,,
Pax7,,
Pax8,,
Pax9,,
Pbx1,,
Pbx2,,
Pbx3,,
Pcaf,,
Pdcd11,,
Enpp2,,
Ipf1,,
Etv4,,
Peg3,,
Pem,,
Per1,,
Per2,,
Per3,,
Pgr,,
Phf2,,
Phtf1,,
Pit1,,
Pitx1,,
Pitx2,,
Pitx3,,
Pknox1,,
Papola,,
Pml,,
Prrx1,,
Phox2b,,
Cnot7,,
Pou2af1,,
Pou2f1,,
Pou2f2,,
Pou2f3,,
Pou3f-rs1,,
Pou3f1,,
Pou3f2,,
Pou3f3,,
Pou3f4,,
Pou4f-rs1,,
Pou4f1,,
Pou4f2,,
Pou4f3,,
Pou5f1,,
Pou6f1,,
Ppara,,
Pparbp,,
Ppard,,
Pparg,,
Ppargc1a,,
Scand1,,
Ppp1r1b,,
Ppp3cb,,
Ppp5c,,
Prkar1a,,
Mapk8ip,,
Prop1,,
Prox1,,
Psmc3,,
Psmc5,,
Psx1,,
Ptf1a,,
Ptma,,
Pura,,
Purb,,
Rab11b,,
Rab18,,
Rai1,,
Rara,,
Rarg,,
Rax,,
Rb1,,
Rbl1,,
Rbl2,,
Rbpsuh,,
Rbpsuhl,,
Recc1,,
Rel,,
Rela,,
Relb,,
Dpf2,,
Rest,,
Rfx1,,
Rfx2,,
Rfx3,,
Rfxank,,
Ring1,,
Rnf12,,
Rnf4,,
Rnps1,,
Rora,,
Rorc,,
Rpo1-1,,
Rpo1-2,,
Rpo1-3,,
Rpo1-4,,
Polr2a,,
Polr2c,,
Polr2j,,
Rpo2tc1,,
Trim30,,
Ruvbl2,,
Rxra,,
Rxrb,,
Rxrg,,
Ncor1,,
Nr1h4,,
Prrx2,,
Khdrbs1,,
Sap18,,
Satb1,,
Nkx1-2,,
Nkx1-1,,
Scx,,
Foxp3,,
Sfpi1,,
Sfrs5,,
Ostf1,,
Shox2,,
Siah2,,
Sim1,,
Sim2,,
Sin3a,,
Sin3b,,
Six1,,
Six2,,
Six3,,
Six4,,
Six5,,
Six6,,
Skd3,,
Ski,,
Snai2,,
Smarca3,,
Smarca4,,
Smarcb1,,
Ighmbp2,,
Jarid1c,,
Jarid1d,,
Ncor2,,
Snai1,,
Snrpb,,
Sox1,,
Sox10,,
Sox11,,
Sox12,,
Sox13,,
Sox14,,
Sox15,,
Sox17,,
Sox18,,
Sox19,,
Sox2,,
Sox3,,
Sox4,,
Sox5,,
Sox6,,
Sox7,,
Sox8,,
Sox9,,
Sp1,,
Sp3,,
Sp4,,
Sall3,,
Spic,,
Srebf1,,
Srebf2,,
Srf,,
Srst,,
Ssrp1,,
Zfp143,,
Stag1,,
Stat1,,
Stat2,,
Stat3,,
Stat4,,
Stat5a,,
Stat5b,,
Stat6,,
Bhlhb2,,
Strap,,
Strm,,
Supt4h,,
Supt4h2,,
Supt5h,,
T,,
Taf1a,,
Taf1b,,
Taf1c,,
Taf6,,
Tal1,,
Tal2,,
Tbp,,
Tbr1,,
Tbx1,,
Tbx13,,
Tbx14,,
Tbx15,,
Tbx2,,
Tbx3,,
Tbx4,,
Tbx5,,
Tbx6,,
Tcea1,,
Tcea2,,
Tcea3,,
Tcf1,,
Tcf12,,
Tcf15,,
Zfp354a,,
Tcf2,,
Tcf20,,
Tcf21,,
Tcf4,,
Tcf7,,
Tcf3,,
Tcf7l2,,
Zfhx1a,,
Tcfap2a,,
Tcfap2b,,
Tcfap2c,,
Tcfcp2,,
Tcfe2a,,
Tcfeb,,
Tcfec,,
Tcfl1,,
Tcfl4,,
Ubtf,,
Phf1,,
Sry,,
Tead1,,
Tead2,,
Tead3,,
Tead4,,
Tef,,
Tfam,,
Tfdp1,,
Tfdp2,,
Tgfb1i1,,
Tgfb1i4,,
Tgif,,
Thra,,
Thrb,,
Thrsp,,
Tial1,,
Tieg1,,
Trim24,,
Trim28,,
Titf1,,
Tle1,,
Tle2,,
Tle3,,
Tle4,,
Nr2e1,,
Tlx1,,
Tlx2,,
Tmpo,,
Tnfaip3,,
Dedd,,
Ppp1r13b,,
Nr2c1,,
Nr2c2,,
Trip6,,
Tob1,,
Trp53,,
Trp63,,
Trp73,,
Tsg101,,
Twist1,,
Ube1c,,
Ubp1,,
Uncx4.1,,
Nr1h3,,
Nr1h2,,
Usf1,,
Usf2,,
Utf1,,
Vax1,,
Vdr,,
Wbp7,,
Baz1b,,
Wt1,,
Xbp1,,
Nsep1,,
Yy1,,
Plagl1,,
Zfa,,
Zfp1,,
Zfp100,,
Zfp105,,
Zfp13,,
Rnf110,,
Zfp148,,
Zfp161,,
Zfp162,,
Zfp2,,
Zfp207,,
Zfp239,,
Zfp27,,
Zfp29,,
Zfp35,,
Zfp36,,
Zfp37,,
Zipro1,,
Zfp39,,
Zfp40,,
Zfp41,,
Zfp42,,
Zfp46,,
Zfp51,,
Zfp52,,
Zfp54,,
Zfp57,,
Zfp59,,
Zfp60,,
Zfp61,,
Zfp64,,
Zfp9,,
Zfp90,,
Zfp92,,
Zfp93,,
Zfp94,,
Zfp95,,
Zfp96,,
Zfp97,,
Zfpm1,,
Zfpm2,,
Zfx,,
Zfy1,,
Zfy2,,
Zhx1,,
Zic1,,
Zic2,,
Zic3,,
Zik1,,
Zim1,,
Zfpn1a1,,
Zfpn1a2,,
Zfpn1a3,,
Ash2l,,
Bpnt1,,
Copeb,,
Creg,,
Dido1,,
Dmtf1,,
Ets1,,
Ets2,,
Gcl,,
Gtf2h2,,
Mta2,,
Nr0b2,,
Nr2e3,,
Thrap4,,
Dazap2,,
Sra1,,
Taf7,,
Taf10,,
Vax2,,
Whsc2,,
Zfp68,,
Zfhx1b,,
Ing1,,
AW210570,,
Esrra,,
Esrrb,,
Esrrg,,
Hsf4,,
Map3k12,,
Mapk1,,
Mapk3,,
Mapk8,,
Nr5a1,,
Nr5a2,,
Creb3l1,,
Bdp1,,
Zfp146,,
Irebf1,,
Cops5,,
Foxl2,,
Polr3e,,
Etv3,,
Irf5,,
Ncoa4,,
Sh3d19,,
Zfp275,,
Tlx3,,
Mixl1,,
Trp53bp1,,
Tceb3,,
Zfp354b,,
Npas3,,
Ing4,,
Limd1,,
Mga,,
Zfp385,,
Neud4,,
Scmh1,,
Zfp292,,
Spdef,,
Pdlim4,,
Fbxl10,,
Foxe3,,
Snai3,,
Zfp238,,
Hnf4g,,
Zfp354c,,
Abt1,,
Cbx8,,
E2f6,,
Sall2,,
Sirt6,,
Fbxw7,,
Nrbf2,,
Lsm4,,
Klf13,,
Dmrt1,,
Solh,,
Keap1,,
Nsbp1,,
Preb,,
Olig2,,
Olig1,,
Irx4,,
Pdcd7,,
Ppp2r1a,,
Ccnc,,
D19Ertd675e,,
Ppp1r10,,
D1Ertd161e,,
Carhsp1,,
D15Ertd417e,,
D11Ertd530e,,
Hrb2,,
D12Ertd748e,,
Zfp535,,
D11Bwg0517e,,
Batf,,
Plrg1,,
Pla2g6,,
Psmd10,,
Htatip2,,
Hif3a,,
Insm1,,
Rab25,,
Rab11a,,
Rfx5,,
Ddx20,,
Deaf1,,
Irf7,,
Irf3,,
Pdlim1,,
Irf6,,
Myst4,,
Atf7ip,,
Irx5,,
Hils1,,
Barhl1,,
Nfat5,,
Lrrc6,,
Mllt7,,
Pqbp1,,
Zfp108,,
Plagl2,,
Hes6,,
Sertad1,,
Madh9,,
D1Bwg0491e,,
Tcerg1,,
Ttrap,,
Heyl,,
Zfp278,,
Zfp386,,
Cited4,,
Hdac7a,,
Rbm14,,
Mycbp,,
Nupr1,,
Zfp113,,
Aatf,,
Rybp,,
Arid3b,,
Mint,,
Trip4,,
Ncoa6,,
Csda,,
Foxo1,,
Pias1,,
Foxo3,,
Zfp288,,
Elf4,,
Gbif,,
Ruvbl1,,
Papolb,,
Pmfbp1,,
Zfp235,,
Rps6ka4,,
Ankrd2,,
Zfp111,,
Rnf14,,
Usp49,,
Garnl1,,
Ascl3,,
Zbtb33,,
Gmeb1,,
Insm2,,
Zfp109,,
Gtf2ird1,,
Hcngp,,
Tbx20,,
Th1l,,
C1d,,
Smarce1,,
Ehox,,
Zfp112,,
Jmy,,
Fhl5,,
Tbx21,,
Rbak,,
Sertad2,,
Hic2,,
Sall1,,
A730008L03Rik,,
Rog,,
Shank3,,
Wbscr14,,
Piasy,,
Rab2,,
Tnrc11,,
Ureb1,,
Carm1,,
Zfp191,,
Bhlhb5,,
Nrip2,,
Sap30,,
Foxj2,,
Gas41,,
Mllt1,,
Foxb1,,
Irx6,,
Sirt2,,
Sirt3,,
Sp5,,
D10Jhu82e,,
Nmi,,
Zfp110,,
Asb1,,
Asb4,,
Asb2,,
Asb3,,
2300009P13Rik,,
1110005A23Rik,,
Znrd1,,
Crsp9,,
Dmap1,,
Klf15,,
Blzf1,,
3100002L24Rik,,
Polr2e,,
Taf12,,
Polr2l,,
Zmynd11,,
Drap1,,
Gtf3a,,
5730410I19Rik,,
Mcm8,,
Ctnnbl1,,
Ccnh,,
4733401N12Rik,,
4921520G13Rik,,
6130401J04Rik,,
Hmg20a,,
1200013F24Rik,,
2610016F04Rik,,
Fank1,,
2310043K02Rik,,
Ssbp2,,
Zdhhc6,,
2400009B11Rik,,
Yaf2,,
Polr3d,,
Nrarp,,
Rnf141,,
Psmd9,,
Smarca2,,
Pfdn1,,
Zfp99,,
Lass4,,
3110004H13Rik,,
3110031B13Rik,,
1810007M14Rik,,
Zfp606,,
Dedd2,,
Vdrip,,
1110035L05Rik,,
3632451O06Rik,,
Xab2,,
4930430A15Rik,,
Rabl3,,
Tceb2,,
1700020N01Rik,,
Polr2g,,
Sec14l2,,
Sncaip,,
2410018C20Rik,,
Mki67ip,,
Ssxb1,,
Nudt12,,
3110024A21Rik,,
Gtf2e2,,
Hsbp1,,
Zdhhc21,,
Sirt5,,
Phf5a,,
Ankra2,,
1110033I14Rik,,
Gtf2f2,,
Taf11,,
1110054N06Rik,,
Tulp4,,
Asb11,,
Zfp467,,
1190004M21Rik,,
Zfp580,,
1500031N24Rik,,
Cnot8,,
Ppp1r12b,,
1810037G04Rik,,
Mll5,,
2810407K09Rik,,
2610028L19Rik,,
Elf2,,
Ing1l,,
Asb9,,
1700001F22Rik,,
1700014N06Rik,,
2300002D11Rik,,
2310020P08Rik,,
2310042L19Rik,,
Trip13,,
Thrap6,,
1810060D16Rik,,
Zfp219,,
Polr2i,,
2810021J22Rik,,
1700030J15Rik,,
Mllt3,,
Dpf3,,
Hdac8,,
Basp1,,
Asb12,,
3010019O03Rik,,
Polr3b,,
2610303A01Rik,,
Arhgap17,,
Bbx,,
5730461K03Rik,,
Crsp7,,
5730521P14Rik,,
Zcchc8,,
Prdm16,,
Prdm5,,
Zdhhc1,,
4631416I11Rik,,
Hmgb2l1,,
4921509B22Rik,,
4931423N10Rik,,
Rnf134,,
Zfp597,,
4933416E05Rik,,
Rfx4,,
4933426I21Rik,,
Fbxo24,,
Dmrtc2,,
4933429H19Rik,,
Arid5b,,
Ches1,,
Fmnl2,,
Bcor,,
Obox1,,
Pogk,,
9130012O13Rik,,
Cdc5l,,
Cic,,
1300004C11Rik,,
1300019N10Rik,,
Ing3,,
1110001J12Rik,,
1110020M19Rik,,
Gtf2a1lf,,
Zfp297b,,
Phf7,,
1700012B18Rik,,
2310076O14Rik,,
Lass5,,
Ddx54,,
Ckn1,,
Phf10,,
Harp,,
2600014C22Rik,,
2810405K07Rik,,
2610524B01Rik,,
Mms19l,,
Lsm11,,
Nkd2,,
Asb6,,
2410004N05Rik,,
Ankrd3,,
2600017A12Rik,,
Zfp131,,
Ssbp3,,
2700043M03Rik,,
Bclaf1,,
2700067D09Rik,,
Zfp248,,
B3Gat3,,
Skz1,,
2810455B10Rik,,
Ccnt2,,
2900054J07Rik,,
Wasl,,
Nfatc4,,
Nptxr,,
Hbp1,,
1700065O13Rik,,
Rnf38,,
Mbd3l1,,
1700123A16Rik,,
1700123J19Rik,,
4933409K03Rik,,
4933417L02Rik,,
D8Ertd69e,,
Btbd11,,
Gasz,,
1200006M05Rik,,
Zfp263,,
Foxp4,,
1300003B13Rik,,
Nfx1,,
Zdhhc16,,
Gtf2e1,,
1700086D15Rik,,
Hod,,
Cxxc1,,
Hnrpr,,
Xrcc3,,
Zfp84,,
Hsf2bp,,
4933430F08Rik,,
Zfp336,,
9130417I07Rik,,
9130423L19Rik,,
Narg1,,
4930532L20Rik,,
4930539I12Rik,,
Prr3,,
Zbtb3,,
4930564N15Rik,,
4930548G07Rik,,
Sirt4,,
1700003F12Rik,,
Hspb9,,
1700013G10Rik,,
Acyp2,,
2010005A06Rik,,
Jarid1b,,
Rai14,,
4932409F11Rik,,
Mitc1,,
Zfp198,,
5830417I10Rik,,
Asb5,,
1110011F09Rik,,
Tbx18,,
1700012M14Rik,,
Mrsb,,
1700012H05Rik,,
2210008I11Rik,,
Snip1,,
2410141K09Rik,,
Jmjd2c,,
2810438M17Rik,,
Lass2,,
Ssbp4,,
4921524J06Rik,,
6030426L16Rik,,
6720457D02Rik,,
Zfp142,,
9430034D17Rik,,
C030011J08Rik,,
C330002I19Rik,,
9230102N17Rik,,
Lbh,,
9230110K08Rik,,
A030003K21Rik,,
4930522L14Rik,,
5730467H21Rik,,
2410141M05Rik,,
4921504N20Rik,,
Creb3l4,,
Helz,,
1700090G07Rik,,
Asb8,,
9530049C15Rik,,
Brd8,,
C330022B21Rik,,
C330013J21Rik,,
Brpf1,,
0610009M14Rik,,
Asb15,,
Sp2,,
9130019O22Rik,,
Polr3h,,
Hdac9,,
Zfp319,,
Bhlhb3,,
Spz1,,
Abtb1,,
2210021A15Rik,,
Pbx4,,
Mynn,,
AA408868,,
Zfp202,,
Htatip,,
Zfp297,,
Jundm2,,
Bat4,,
Tcfcp2l1,,
Tfap4,,
Sp6,,
Glis2,,
Lin28,,
Gtf2a1,,
Trps1,,
Tbx19,,
Hes7,,
Cml3,,
Zfp192,,
Rbm9,,
Klf7,,
Sirt1,,
Arid1a,,
Smarca1,,
Smarca5,,
Dach2,,
Wdr9,,
Cecr6,,
Pcqap,,
Zfp423,,
Maged1,,
Ptges2,,
2310058J06Rik,,
Hmgb2,,
2810405L04Rik,,
Zfp451,,
Sall4,,
Taf13,,
Hkr3,,
AF013969,,
Aprin,,
AW538212,,
Zfp282,,
Tada3l,,
Taf5l,,
Snapc2,,
Ankrd10,,
2310058A11Rik,,
Maml1,,
Hoxb2,,
Hfh7,,
Zfp119,,
Isl2,,
Rcor1,,
Psx2,,
E2f4,,
Rab15,,
C730024G01Rik,,
C330003B14Rik,,
AI481750,,
Tcf19,,
A630042L21Rik,,
D330024H06Rik,,
Gsh5,,
Myt2,,
Atf5,,
8030445B08Rik,,
Zfp339,,
Prrxl1,,
Ankrd1,,
Bmyc,,
Gcm2,,
Chd4,,
Cdk9,,
Nkx2-7,,
Surb7,,
Taf9,,
Foxp1,,
Zdhhc15,,
Ankhd1,,
Uhrf2,,
Supt3h,,
Tbx10,,
Lmo1,,
Hoxc11,,
Ank2,,
Zfp98,,
Zfp91,,
Hfh5,,
Hfh6,,
Hfh3,,
Tcfap4,,
Dek,,
Gsh3,,
Dbx2,,
Nol1,,
Bat8,,
Sprm1,,
Hivep1,,
Mjd,,
Hoxb3s,,
Nztf2,,
Lmx1a,,
Nr3c2,,
Sdccag33,,
Foxe1,,
Pou5f1-rs10,,
Mop3,,
Foxp2,,
Zfp295,,
Tle6,,
Brdt,,
Pawr,,
Vsx1,,
Foxn4,,
Baz2a,,
Mta1,,
Mta3,,
Sox16,,
Taf4b,,
Ivns1abp,,
Asb10,,
Klf16,,
Otx3,,
Trrap,,
Centb5,,
Ankrd6,,
Rem2,,
Sp7,,
Ubn1,,
Scrt1,,
Zfp287,,
Rfxap,,
Hdac10,,
Rnpc2,,
Ppargc1b,,
Zfp617,,
Ash1l,,
Clp1,,
Bhc80,,
MGC39058,,
Ell2,,
Jmjd2b,,
Gscl,,
Pknox2,,
A930021G21Rik,,
Dot1l,,
9030612M13Rik,,
Kbtbd9,,
Creb3l3,,
Hmgcs1,,
Sirt7,,
D5Ertd679e,,
Taf3,,
DXImx41e,,
Tcfe3,,
Hoxc10,,
Mlr1,,
Zfp180,,
9430065N20Rik,,
6720489N17Rik,,
Zswim4,,
BC055310,,
Mlr2,,
Satb2,,
A830025F02Rik,,
Centg3,,
Sox30,,
Mll,,
Myocd,,
L3mbtl2,,
Jarid1a,,
Vgll2,,
Polrmt,,
Thrap5,,
Cart1,,
Gls2,,
Ugp2,,
9630006B20Rik,,
Tada2l,,
Hlf,,
Myst2,,
Nr1d1,,
6030408C04Rik,,
D130006K24Rik,,
6430502M16Rik,,
Btf3,,
Glmr,,
Rarb,,
6720456H20Rik,,
F830020C16Rik,,
Sox21,,
C730048E16Rik,,
Mkl1,,
Atf7,,
ORF63,,
6720480D16Rik,,
Zfp523,,
Hszfp36,,
Trerf1,,
AI255170,,
AU018122,,
Fbxl11,,
Taf6l,,
Rorb,,
Dmrt2,,
Taf5,,
Zfp281,,
Atf6,,
Elys,,
Tcfap2d,,
Pms1,,
Snapc4,,
XPMC2H,,
5830435C13Rik,,
Zdhhc5,,
Ebf4,,
Nkx2-4,,
Trib3,,
Asxl1,,
6820402O20Rik,,
Tgif2,,
Ppp1r16b,,
Ncoa5,,
Zfp334,,
3632413B07Rik,,
Taf4a,,
Gmeb2,,
Pbxip1,,
D3Jfr1,,
Gtf2b,,
Ddx58,,
Zfp189,,
Glis1,,
Jmjd2a,,
C330039G02Rik,,
Thrap3,,
Tardbp,,
Phf13,,
B930041F14Rik,,
Gbx1,,
Mll3,,
Polr2b,,
A730098D12Rik,,
AI591476,,
Creb5,,
Hdac11,,
LOC232337,,
Ppp1r12c,,
5730403M16Rik,,
A230102I05Rik,,
Hkr2,,
6430596G11Rik,,
6330581L23Rik,,
Zfp592,,
Zf,,
Gtf3c1,,
Zfp553,,
BC026432,,
Fus,,
LOC233987,,
Zfp612,,
Crsp6,,
Zfp426,,
Ankrd25,,
BC005471,,
Zfp145,,
Rab8b,,
6230410P16Rik,,
Scap,,
AW610627,,
BC021921,,
Tceal1,,
Tbpl1,,
BC024063,,
G431002C21Rik,,
Zfp454,,
3526402J09Rik,,
Arid4a,,
Homez,,
6030449J21,,
9930016F01Rik,,
6030490I01Rik,,
BC031441,,
Fem1c,,
Setbp1,,
BC024969,,
6430585N13Rik,,
Dmrt3,,
St18,,
Carf,,
Lass6,,
D430039N05Rik,,
Dmrta1,,
Dmrta2,,
E2f2,,
E130309B19Rik,,
Zfp128,,
4732429I09Rik,,
Zfp537,,
D030014N22Rik,,
Hip14l,,
Myst3,,
D230022C05Rik,,
Bsx,,
6030424L22Rik,,
Tbx22,,
Tgifx1,,
D030011N01Rik,,
Rbbp7,,
Polr2h,,
Onecut3,,
Zfp277,,
Mllt6,,
Obox3,,
Obox5,,
Fev,,
Shprh,,
4921515A04Rik,,
G431001E03Rik,,
Phf12,,
Zbtb1,,
5730589K01Rik,,
Nrip1,,
Caskin1,,
Gtf3c4,,
Cyln2,,
A630035I11Rik,,
Gcdh,,
B430306D02Rik,,
BC024139,,
A730032D07Rik,,
Zfp398,,
Irf2bp1,,
Spib,,
Tcfl5,,
Ankrd5,,
4921509E05Rik,,
6330583I20Rik,,
A830014H24Rik,,
5830403E09Rik,,
E430039K05Rik,,
6330416L07Rik,,
4932422E22Rik,,
D130026O16Rik,,
D830019J24Rik,,
B930011H20Rik,,
Lba1,,
A630089N07Rik,,
Phf8,,
A730019I05Rik,,
Zhx3,,
A830023I12Rik,,
Rfxdc1,,
Ep300,,
A730012O14Rik,,
AW146020,,
Zfp82,,
Tcfap2e,,
D030022P06Rik,,
Tieg2,,
Nr1d2,,
2810021G02Rik,,
Mafa,,
9130211I03Rik,,
Mzf6d,,
Cri2,,
