gene
Chrm4
Chrm2
Chrm3
Chrm1
Chrm5
Chrnd
Chrne
Chrng
Chrna9
Chrnb3
Chrna6
Chrna3
Chrna4
Chrna5
Chrnb4
Chrna10
Chrna7
Chrna1
Chrna2
Chrnb1
Chrnb2
Chrna1os
Drd2
Drd5
Drd4
Drd1
Drd3
Drb1
Drb2
Drb3
Drb4
Drb5
Drb6
Drb7
Drb8
Drb9
Caly
Gabra1
Gabra3
Gabra4
Gabra6
Gabra2
Gabrg3
Gabrg2
Gabrb1
Gabarapl1
Gabarapl2
Gabrb3
Gabrb2
Gabrr3
Gabbr2
Gabrp
Gabbr1
Gabrd
Gabarapl2-Ps
Gabrq
Gabre
Gabrg1
Gabra5
Gabrr1
Gabrr2
Gabarap
Jakmip1
Clptm1
Grik3
Gria2
Gria4
Gria1
Gria3
Grik2
Grik1
Grm1
Grm2
Grm3
Grm4
Grm5
Grm6
Grm7
Grm8
Grip1
Grip2
Grin3a
Grin3b
Grid1
Grid2
Grik4
Grin1
Grin2a
Grin2b
Grin2c
Grin2d
Grik5
Grina
Grin1os
Grip1os1
Grip1os2
Grip1os3
Grid2ip
Polr2m
Htr2a
Htr5a
Htr2c
Htr1e
Htr1f
Htr1d
Htr4
Htr2b
Htr6
Htr1a
Htr1b
Htr3a
Htr5b
Htr3b
Htr7
Htr1da
Htr5bp
Htr3c
Htr3d
Htr3e
Hrh3
Hrh2
Hrh1
Glrb
Glra3
Glra2
Drd1a
Cnr2
Cnr1
Adrb2
Adrb1
Adra2a
Adra1d
Adra1b
Adra1a
Adora1
